Data,Hora,Core1.Temp,Core2.Temp,Core3.Temp,Core4.Temp,Core5.Temp,Core6.Temp,Core7.Temp,Core8.Temp,Core9.Temp,Core.10Temp,Core11.Temp,Core1.Freq,Core2.Freq,Core3.Freq,Core.4Freq,Core5.Freq,Core6.Freq,Core7.Freq,Core8.Freq,Core9.Freq,Core10.Freq,Core11.Freq
2024-11-01,10:14:10,44,42,42,41,41,43,44,44,44,42,44,400155,487578,511.83,545728,682.23,719766,650641,692974,809.06,505.8,475431
2024-11-01,10:14:13,45,42,42,42,42,44,44,44,44,42,43,649053,615445,700133,603,746948,586807,777192,843078,761338,578837,589448
2024-11-01,10:14:15,44,42,42,42,42,43,43,44,44,42,42,552662,424201,741512,453048,576.49,805376,586869,472111,539459,720.55,433286
2024-11-01,10:14:17,44,43,43,42,42,44,44,44,44,42,43,539669,793435,722127,514694,534285,562669,556664,490698,1265.03,666043,493111
2024-11-01,10:14:20,44,43,43,43,43,43,43,43,43,41,43,590325,583799,612926,923224,555165,567797,559921,519754,507161,628862,564209
2024-11-01,10:14:22,44,43,42,42,42,44,42,42,42,42,43,713483,473151,438226,454858,549.33,770765,633318,482655,491194,635926,594683
2024-11-01,10:14:24,44,42,42,42,42,43,43,44,44,41,42,417658,450771,454406,522143,617309,688311,698735,886535,725744,575439,665669
2024-11-01,10:14:26,44,42,42,42,42,43,43,43,44,42,43,513424,741188,506806,515064,504648,566843,641743,678983,520008,533993,601983
2024-11-01,10:14:29,44,41,41,41,41,42,42,42,42,42,43,473262,501689,600603,1018024,623369,565.24,478684,501055,544693,603651,531534
2024-11-01,10:14:31,44,43,41,41,41,44,44,44,44,42,42,611101,398104,557435,616.35,516673,838782,535963,507404,562465,621364,501.8
2024-11-01,10:14:33,44,42,42,42,42,44,44,44,44,41,44,530329,446.6,635348,868123,546567,538558,507506,496697,764117,615854,607.28
2024-11-01,10:14:35,44,42,42,42,42,42,42,42,42,41,43,692493,984963,539.61,428014,534589,539811,532921,487819,472093,642083,521451
2024-11-01,10:14:38,44,43,43,43,43,42,43,43,43,43,42,880131,501815,614192,681973,482.62,557351,893874,537531,594.5,538.92,480727
2024-11-01,10:14:40,44,41,41,41,41,44,44,44,44,41,41,627899,670087,613434,529.5,556982,551734,706.76,507552,712072,678975,747435
2024-11-01,10:14:42,44,41,41,41,41,42,44,44,44,41,42,699614,762432,663686,432.74,626173,508.62,544147,627326,705565,519168,791591
2024-11-01,10:14:44,44,42,42,42,42,43,43,43,42,42,43,1371117,534245,2080209,1866.9,1484172,1192.98,863265,1407603,1655512,516751,602541
2024-11-01,10:14:47,44,43,43,43,42,44,44,44,43,42,43,798745,670298,417843,436929,499356,680542,716212,522582,519.26,516911,543861
2024-11-01,10:14:49,44,42,41,41,41,44,44,44,44,42,43,660465,806511,768083,496708,630723,856721,598251,489585,752113,735416,541132
2024-11-01,10:14:51,44,41,41,41,41,42,42,42,44,42,42,570093,495693,671891,1040832,636613,682795,748979,601156,635892,735098,536.78
2024-11-01,10:14:54,43,42,42,42,42,43,43,43,44,41,44,540007,433339,629719,917382,632581,572575,562391,564894,476094,584721,495299
2024-11-01,10:14:56,44,41,41,41,42,42,42,43,43,42,42,554271,614.66,879657,477759,478443,675116,534982,1063246,495426,553638,553838
2024-11-01,10:14:58,44,42,42,42,42,43,43,43,44,42,42,745719,733744,668879,428555,788179,764905,909453,564565,488467,715405,702869
2024-11-01,10:15:00,43,42,42,42,42,43,43,43,43,42,41,626712,706488,675854,494329,568249,594617,571933,471123,517.78,733191,609546
2024-11-01,10:15:03,44,42,41,41,41,42,42,42,44,42,43,654322,528633,536368,486423,625754,692909,480.84,650128,508501,866118,576444
2024-11-01,10:15:05,44,42,42,42,42,43,43,43,43,42,42,614026,756154,821.1,1028734,619675,586.6,603776,553286,723147,449821,714.92
2024-11-01,10:15:07,44,42,42,42,42,43,43,43,42,42,43,622121,723236,588694,500322,491723,596992,623552,600633,530508,522087,501698
2024-11-01,10:15:09,43,42,42,42,42,42,42,42,43,42,42,702.47,801762,491521,642701,908.79,509275,561714,525748,814293,547791,641129
2024-11-01,10:15:12,44,41,41,41,41,43,44,44,44,42,43,852.89,430991,713392,735321,596302,725.59,745332,599654,599795,458476,604412
2024-11-01,10:15:14,44,41,41,41,42,42,42,42,42,41,42,671384,779648,521.18,551.52,718532,548289,478.9,461676,570637,763949,642206
2024-11-01,10:15:16,44,42,42,41,41,42,42,42,42,42,42,558375,576447,432512,483281,551464,809991,590347,708465,570948,556618,707442
2024-11-01,10:15:18,44,42,42,42,42,42,44,44,44,42,43,769011,761055,589108,1288803,568042,654784,1054532,754922,596.05,594253,783151
2024-11-01,10:15:21,44,41,41,41,41,43,43,42,42,42,42,629447,729423,565175,487584,870478,537624,477887,744249,613474,576.26,717428
2024-11-01,10:15:23,44,41,41,41,41,43,43,43,43,42,41,718033,1049413,643271,621237,638974,561206,709761,524549,651219,606728,551.74
2024-11-01,10:15:25,44,41,41,41,41,42,42,42,41,41,42,886345,708064,816624,449291,672195,557.05,623792,713193,590.4,561.64,544098
2024-11-01,10:15:27,44,41,41,41,41,44,43,43,43,41,42,1452596,992714,642992,523811,684344,510465,739514,529743,708371,759512,582921
2024-11-01,10:15:30,44,41,41,41,41,44,44,44,42,39,42,768504,758428,557.04,682868,856489,479495,487907,552831,504936,620538,793893
2024-11-01,10:15:32,44,41,41,41,41,41,42,42,42,41,42,884538,474807,908682,832866,543836,476771,728726,527.87,604372,758056,666624
2024-11-01,10:15:34,44,41,41,41,42,42,42,42,42,41,42,811224,583796,566987,486817,501441,412745,400126,399766,461526,447259,487014
2024-11-01,10:15:36,44,42,42,41,41,43,43,42,42,41,42,674056,548055,634775,679795,489138,508755,550014,563869,580734,554991,509842
2024-11-01,10:15:39,44,41,41,41,41,42,42,42,42,41,42,561.67,433153,558283,588631,539039,525954,529609,482425,494417,559154,521682
2024-11-01,10:15:41,45,41,41,41,41,43,43,44,44,42,42,638379,589955,522337,588894,484987,472134,535.62,478285,505378,471973,538001
2024-11-01,10:15:43,44,42,42,42,42,42,42,43,43,42,42,648969,573207,486449,779.96,1283496,1275836,560066,655228,529591,400029,1220682
2024-11-01,10:15:46,44,42,42,42,42,42,42,42,42,41,42,660347,707288,730185,557768,774842,531868,550256,701966,472647,517473,576489
2024-11-01,10:15:48,44,42,42,42,42,43,43,43,43,42,43,500566,461646,674.05,935882,664337,474408,576046,788704,572829,532.94,635.09
2024-11-01,10:15:50,44,41,41,42,42,42,42,42,42,42,42,629129,724.51,498131,861.99,546532,560718,684007,497462,681.71,542029,715815
2024-11-01,10:15:52,44,41,41,41,41,43,43,43,42,42,42,641594,464.21,606876,807.05,498849,639949,780635,1193.84,631847,622218,602146
2024-11-01,10:15:55,44,42,42,42,42,42,42,42,43,42,42,690439,759045,547104,453977,641877,499.25,538.22,448382,743507,584488,608336
2024-11-01,10:15:57,44,41,41,41,41,42,43,43,43,41,42,608003,761472,716.07,456616,712785,594482,483498,771013,707927,521032,586381
2024-11-01,10:15:59,43,42,42,42,42,44,44,44,44,41,42,662.19,494808,529732,613103,779791,668524,503726,561961,584244,504172,603171
2024-11-01,10:16:01,44,42,42,42,42,43,43,43,43,39,42,488299,667906,617122,873826,698196,643118,597092,660035,783869,690911,645018
2024-11-01,10:16:04,44,41,41,41,41,44,44,44,44,42,42,848338,648658,628952,729195,644159,621087,697.26,460385,509459,522484,594.22
2024-11-01,10:16:06,44,41,41,41,41,42,42,42,44,42,42,578765,622566,473774,693659,772389,658163,682546,723243,549104,663526,725541
2024-11-01,10:16:08,44,41,42,42,42,45,43,43,43,42,42,631984,615033,687082,703446,669317,760468,639979,653855,545179,714534,583566
2024-11-01,10:16:10,44,42,42,42,42,43,43,43,43,42,43,694514,554913,639927,524595,618282,520698,539338,590962,604396,550.33,743006
2024-11-01,10:16:13,45,42,42,42,42,44,44,44,43,42,43,902217,732288,500673,500275,614225,566171,763494,705449,616928,529621,520423
2024-11-01,10:16:15,44,43,43,43,43,44,44,44,44,39,43,622.65,556114,668661,700.35,517412,688913,632565,683737,605115,591937,634559
2024-11-01,10:16:17,44,42,42,43,43,45,45,45,45,42,43,454286,468393,1063363,1295634,507188,1807426,703.06,661734,569.38,1515282,690281
2024-11-01,10:16:20,44,42,43,43,42,44,43,43,44,43,42,745996,478.12,487743,637014,592389,568877,511237,613727,542432,784651,747874
2024-11-01,10:16:22,45,42,42,42,42,44,44,44,44,42,42,531087,423435,516074,590079,399797,399936,399882,526193,523717,399996,478062
2024-11-01,10:16:24,44,41,41,42,42,43,43,43,43,42,44,496389,443954,574794,880106,563588,539688,795096,624824,527895,785253,754882
2024-11-01,10:16:26,48,47,47,47,47,45,44,44,44,48,44,741884,658248,639737,651982,606861,696.9,644254,830658,564981,560.94,556839
2024-11-01,10:16:29,45,42,42,42,42,44,44,44,44,44,44,1381527,644287,2103679,2128189,1765182,1402851,761704,3207677,1775.6,610057,539567
2024-11-01,10:16:31,44,41,42,42,42,44,43,43,43,41,43,566396,499591,445903,425.6,648595,756996,883.29,820099,835106,503815,517584
2024-11-01,10:16:33,44,42,42,42,42,44,44,44,44,41,43,1055594,400567,512954,610264,676841,612888,689043,628236,654593,614198,550858
2024-11-01,10:16:35,45,42,42,42,42,44,44,44,44,41,43,615524,444869,499172,561992,583299,661903,799776,700864,681397,565259,526486
2024-11-01,10:16:38,45,41,41,42,42,43,43,44,44,41,43,438367,429984,451719,483807,731653,591642,580.83,583056,683734,531074,577875
2024-11-01,10:16:40,44,42,41,41,42,44,44,44,44,42,42,726271,901433,1267285,400382,475079,629923,582422,991143,589411,608.26,626212
2024-11-01,10:16:42,44,41,41,41,41,45,45,45,45,42,42,545971,676289,467331,525.12,469765,685633,633.57,522108,560299,531696,601557
2024-11-01,10:16:44,44,43,43,43,42,43,44,44,44,42,42,656412,448708,519382,457503,593775,480659,586224,423845,399.95,599444,740223
2024-11-01,10:16:47,44,42,41,41,41,44,44,44,44,41,43,529499,542805,788499,437702,745985,728947,674068,567992,494816,581498,607126
2024-11-01,10:16:49,43,43,42,42,42,44,43,43,43,41,43,720389,796082,585679,445077,631696,635216,563758,672055,560652,508568,633.98
2024-11-01,10:16:51,44,41,41,42,42,43,43,42,42,41,43,614471,604933,581275,557755,621.98,640173,768383,543506,594523,627642,913139
2024-11-01,10:16:53,44,42,42,42,42,42,44,44,44,41,42,1176838,543726,541796,593416,661539,558874,598247,638984,566619,514956,526094
2024-11-01,10:16:56,44,42,42,42,42,43,43,44,44,41,43,522323,463728,617885,600147,1008315,645947,769306,512686,753874,520981,511811
2024-11-01,10:16:58,43,42,42,42,42,43,42,42,42,41,42,677.96,550385,644.34,808844,502066,597582,580.54,452765,567069,533224,537.56
2024-11-01,10:17:00,44,41,41,41,42,44,44,44,43,41,43,459271,575.01,637529,456294,543692,644503,533962,702955,636746,615578,592623
2024-11-01,10:17:03,44,42,42,42,41,44,44,44,43,42,43,736016,416317,542686,590148,578438,505.14,399541,454344,544.18,399904,399.91
2024-11-01,10:17:05,44,42,42,42,41,44,44,43,43,42,42,657647,858429,591569,495403,560.27,529368,601243,562295,599782,513593,578873
2024-11-01,10:17:07,44,41,41,41,41,42,42,43,43,42,41,737024,500788,529.82,478486,615418,775632,641089,884432,563123,643976,566911
2024-11-01,10:17:09,44,42,42,42,42,43,43,43,43,42,43,762732,898463,515317,506932,622048,558847,581229,594474,750023,531961,540.7
2024-11-01,10:17:12,44,41,41,41,42,44,42,42,42,42,42,563316,688279,508625,640406,519241,684359,629374,598494,481074,507287,593587
2024-11-01,10:17:14,44,41,41,41,41,42,42,44,44,40,42,617743,646.97,654827,454357,653992,527561,608293,820677,537292,682687,553931
2024-11-01,10:17:16,44,41,41,41,41,43,43,43,43,42,42,741023,809826,597498,555.85,686695,491415,647175,976.1,672943,728221,532.33
2024-11-01,10:17:18,44,41,41,41,41,42,42,41,41,42,42,748836,1182136,510326,429541,479926,770763,1157497,603003,587692,606.27,606658
2024-11-01,10:17:21,44,41,41,41,41,42,42,42,42,42,42,636635,834495,588088,708938,568632,540805,646293,621607,880602,584856,481642
2024-11-01,10:17:23,44,41,41,41,41,42,42,42,42,42,43,440058,629987,606464,428003,645527,488883,718201,569587,534424,638975,666348
2024-11-01,10:17:25,44,41,41,41,42,44,44,43,43,42,43,461369,461622,576.53,508442,449922,525713,679645,758165,748257,627206,592336
2024-11-01,10:17:27,43,41,41,41,41,42,42,42,42,41,42,515693,723.39,1300568,1125627,533666,613573,591586,699554,544755,606918,639943
2024-11-01,10:17:30,43,41,41,41,41,43,43,42,42,42,42,689005,845712,619442,518981,486857,549748,606991,533.32,557087,574292,597865
2024-11-01,10:17:32,44,41,41,41,42,43,43,43,43,42,43,617844,860755,728893,440762,512766,547762,570043,511072,519204,483713,584871
2024-11-01,10:17:34,44,43,43,43,43,42,42,42,42,42,43,759895,1206719,1088815,994368,986404,1224881,994754,1059.37,911368,797884,627184
2024-11-01,10:17:36,46,46,46,44,44,45,45,45,45,44,45,2704229,1351258,1373134,635112,968742,834904,799326,784821,677.89,609519,774783
2024-11-01,10:17:39,44,43,43,42,42,44,44,44,44,42,44,803835,835669,828197,696625,889891,589661,584079,613104,499137,866554,1355191
2024-11-01,10:17:41,45,43,43,43,43,44,44,44,44,42,45,1090274,858578,989796,857.27,928.84,1097994,1238611,847843,796127,728179,808616
2024-11-01,10:17:43,45,44,44,44,44,44,44,44,44,44,44,842.43,661549,1017864,1360948,828932,953104,979815,881569,871856,717682,756164
2024-11-01,10:17:46,45,44,44,44,44,44,44,45,45,44,45,917.98,1141737,790352,732046,776578,595543,592634,646556,677549,844331,736299
2024-11-01,10:17:48,44,42,42,42,42,44,44,44,44,42,43,480061,671651,515147,671746,780386,604328,713433,457216,590812,751.69,842672
2024-11-01,10:17:50,46,42,41,41,41,44,44,44,44,42,44,531135,468418,863.5,901.47,540421,635913,646696,700121,655388,637591,756519
2024-11-01,10:17:52,46,42,42,42,42,44,44,44,44,42,44,743826,686815,1672785,565816,564866,604098,823913,855359,541459,592256,531544
2024-11-01,10:17:55,44,41,41,43,43,44,44,44,44,41,43,602962,641.79,523218,787458,480532,543061,525412,478.96,704885,511047,807187
2024-11-01,10:17:57,43,42,42,42,42,42,42,44,44,42,43,490644,640777,610.1,561308,682108,580426,494249,491126,580303,590367,723641
2024-11-01,10:17:59,44,42,42,42,42,45,45,44,44,42,42,566464,656614,688578,461102,517979,453083,660194,560379,569146,691985,775094
2024-11-01,10:18:01,44,41,41,41,41,43,43,43,44,42,44,541.43,594673,519647,709855,686.64,498558,474797,621428,535926,525512,633501
2024-11-01,10:18:04,44,41,42,42,42,44,44,44,44,41,42,498739,570782,568691,645313,690095,542282,470458,512.71,622683,505062,530775
2024-11-01,10:18:06,43,41,41,41,41,43,43,42,42,41,42,476136,677043,666735,491.39,494972,560299,519021,764067,691978,516924,527737
2024-11-01,10:18:08,44,42,42,42,42,44,44,44,44,41,43,987998,686041,582.85,961433,676376,671461,756255,565689,530698,704131,491012
2024-11-01,10:18:10,44,42,42,42,42,42,42,42,42,42,43,713548,702191,519505,668956,553161,620555,705241,674992,560756,732293,519089
2024-11-01,10:18:13,44,43,43,43,43,44,42,42,42,39,43,1252506,1281314,1975842,3379083,2142518,1654503,2693.25,2162624,500541,625255,501639
2024-11-01,10:18:15,45,42,42,42,42,44,42,42,42,42,43,539.31,720413,521989,610.01,494.33,708848,639928,935643,638208,599433,548899
2024-11-01,10:18:17,44,41,41,42,42,42,42,44,44,41,42,895667,525894,739603,590831,642997,798815,728613,406.6,459261,687281,764468
2024-11-01,10:18:20,43,43,43,42,42,42,42,44,44,41,44,483754,457663,624.71,803667,701815,591909,482807,675497,561025,544489,409554
2024-11-01,10:18:22,44,42,42,42,42,45,45,43,43,42,42,452496,428.59,501985,683316,527386,687807,745504,746167,479945,557284,491848
2024-11-01,10:18:24,44,43,42,42,43,44,44,44,43,41,43,539527,508586,630614,664581,568099,567667,530569,586505,526.66,510633,555208
2024-11-01,10:18:26,44,42,42,42,42,43,43,43,43,41,42,711082,473173,656085,1008336,500498,524981,665604,513325,534.42,517794,558912
2024-11-01,10:18:29,44,43,43,42,42,44,44,44,44,42,44,470325,509678,556373,596094,725812,773806,525.92,919519,524205,519454,722593
2024-11-01,10:18:31,44,43,43,43,43,44,44,44,44,42,43,452002,560735,586554,821914,775972,684.05,656629,918268,561694,539943,697668
2024-11-01,10:18:33,44,42,42,42,42,44,44,44,44,42,42,1155987,601969,681023,489191,688971,863593,656583,796379,585975,522061,645785
2024-11-01,10:18:35,44,42,42,42,42,44,42,42,42,41,42,504.46,463984,595758,537527,611426,631196,646213,600838,685291,625148,577966
2024-11-01,10:18:38,44,42,42,42,42,43,43,42,42,42,43,578286,585171,592.6,455657,534816,873.28,953111,1534.47,473796,519085,596063
2024-11-01,10:18:40,43,42,41,41,41,44,44,44,44,41,41,540246,683307,497447,635.11,802.63,690476,670739,916864,670.58,498654,530672
2024-11-01,10:18:42,44,42,41,41,41,42,42,42,44,42,42,665668,876287,590988,532252,732788,565115,578.02,731461,489762,530938,600888
2024-11-01,10:18:44,43,42,42,42,42,44,44,44,44,41,41,746378,991165,464487,473.1,614613,537926,588371,584713,544396,575953,595012
2024-11-01,10:18:47,43,42,42,42,42,42,42,42,42,41,41,449486,435927,559.96,441677,554265,860855,590537,641.7,683.81,644988,548683
2024-11-01,10:18:49,44,42,42,42,42,42,42,42,42,39,42,494948,509196,829564,475842,564473,677638,870581,771233,585502,505.84,661784
2024-11-01,10:18:51,43,41,41,41,41,42,42,42,42,42,42,480803,461371,546674,586081,620342,723944,678298,516506,509844,603692,801077
2024-11-01,10:18:53,44,42,42,42,41,42,42,42,42,39,42,1279511,743762,482748,460263,622.98,521691,651713,735797,571621,555294,558041
2024-11-01,10:18:56,43,41,42,42,42,41,41,41,41,42,42,585182,640194,703434,597271,548.79,648112,631116,464516,474886,512791,587573
2024-11-01,10:18:58,43,42,42,42,42,41,41,43,43,41,41,894.64,830662,831441,659843,562.5,525436,578115,526894,607029,695533,603427
2024-11-01,10:19:00,44,42,42,42,42,41,41,41,42,42,41,587838,709557,1392.18,436647,607814,839246,592198,600.17,760848,497081,657818
2024-11-01,10:19:03,44,41,41,41,42,42,42,42,42,41,41,671446,782128,718716,738547,567884,549301,686868,847076,630193,528453,666445
2024-11-01,10:19:05,43,41,41,41,41,42,42,42,42,42,42,880958,732114,632987,449806,494029,626399,482691,900996,703251,552971,656372
2024-11-01,10:19:07,44,42,42,42,41,44,44,44,44,41,43,959453,891249,774261,1126107,909997,1033739,1057344,978167,787708,694029,1024809
2024-11-01,10:19:09,44,43,43,43,43,44,44,44,44,42,43,606635,616386,661686,700189,703751,649361,634229,719.62,608987,684196,658946
2024-11-01,10:19:12,44,43,43,42,42,42,42,44,44,41,43,713994,682738,620077,621819,537436,514.01,497416,851861,557603,748418,598388
2024-11-01,10:19:14,44,42,42,42,41,42,42,42,42,41,42,833716,642.22,1095717,801104,662966,663201,542273,754256,691941,879477,532286
2024-11-01,10:19:16,44,42,42,43,43,43,42,42,42,41,42,784.23,776499,1452099,746865,897865,784759,945439,987129,1091354,527349,570962
