Data,Hora,Core1.Temp,Core2.Temp,Core3.Temp,Core4.Temp,Core5.Temp,Core6.Temp,Core7.Temp,Core8.Temp,Core9.Temp,Core.10Temp,Core11.Temp,Core1.Freq,Core2.Freq,Core3.Freq,Core.4Freq,Core5.Freq,Core6.Freq,Core7.Freq,Core8.Freq,Core9.Freq,Core10.Freq,Core11.Freq
2024-11-01,10:06:42,52,49,49,49,49,51,51,51,51,50,49,558825,679792,559412,525757,671447,495533,710985,446928,752951,612516,578006
2024-11-01,10:06:45,52,49,49,48,48,51,51,51,51,48,50,619297,743.78,669068,549434,487172,561103,593561,405024,549962,499034,511835
2024-11-01,10:06:47,52,48,48,48,48,51,51,51,51,50,49,615829,688626,657701,578.49,556158,748.56,458746,754004,585847,601704,571671
2024-11-01,10:06:49,51,48,48,48,48,49,49,49,49,48,49,788589,689226,460154,512559,562.32,777307,556142,581465,611677,539982,675322
2024-11-01,10:06:51,51,48,48,48,48,48,48,50,50,50,49,614168,562232,525751,612298,590377,551559,644.41,635027,669897,494127,525739
2024-11-01,10:06:54,51,48,48,48,48,50,50,50,50,48,50,516742,588698,547048,455802,400008,513129,650641,819763,814433,745637,596007
2024-11-01,10:06:56,51,49,49,48,48,50,50,50,50,48,49,622036,985043,698614,507938,693164,582.96,838057,607853,749866,522848,695507
2024-11-01,10:06:58,51,48,48,48,48,48,49,49,49,48,48,816843,448054,671188,993805,635054,671493,609051,767379,698295,574329,592251
2024-11-01,10:07:01,51,47,47,47,48,50,50,50,50,48,50,643112,515981,638443,840754,601393,732665,507002,747531,615427,522437,519558
2024-11-01,10:07:03,51,47,47,47,47,50,50,50,50,48,49,601233,797534,729332,589088,627303,546082,497647,738361,674798,548333,490932
2024-11-01,10:07:05,52,48,48,48,47,48,48,48,48,48,49,625015,660445,752.68,512692,764363,480338,557404,588398,664846,541599,552124
2024-11-01,10:07:07,51,47,47,47,47,50,50,50,50,48,49,584614,802607,1292858,784514,792744,657539,683853,589231,663591,602.84,702085
2024-11-01,10:07:10,50,47,48,48,48,49,49,50,50,48,49,626857,629884,503956,493188,633773,475631,639044,470873,716813,623432,777006
2024-11-01,10:07:12,49,48,48,48,47,49,49,49,49,48,49,584.65,611206,475575,491292,554776,715803,733288,648888,569797,578479,515448
2024-11-01,10:07:14,51,47,47,47,47,50,50,50,50,47,49,622765,418868,591978,447455,644162,645225,678732,493728,598052,861664,519408
2024-11-01,10:07:16,49,47,47,47,47,48,48,48,48,47,49,885071,613655,785141,559025,543803,541534,676.87,781518,517779,514897,546618
2024-11-01,10:07:19,49,47,47,47,47,48,48,48,48,48,49,740223,594702,569317,544777,646802,923087,599904,468703,589556,649883,625656
2024-11-01,10:07:21,49,46,46,46,46,48,48,48,48,47,47,413138,445159,582.06,795795,467437,498328,574794,504795,616633,515848,703.06
2024-11-01,10:07:23,49,46,46,46,47,48,48,47,47,47,48,855244,514.91,586648,755289,724341,545129,520337,719974,629306,569498,699746
2024-11-01,10:07:25,49,46,46,47,47,48,49,49,49,46,47,778907,487029,602892,751581,659473,660995,570856,561545,403419,816699,560381
2024-11-01,10:07:28,50,47,47,47,46,49,49,49,49,47,48,521445,554696,613455,571256,489996,579318,516849,804538,543177,855557,565532
2024-11-01,10:07:30,49,46,46,46,46,48,48,48,48,47,47,733651,580457,652703,714079,537981,647429,701138,530422,577029,617992,648408
2024-11-01,10:07:32,49,46,46,46,46,48,48,48,48,47,48,555206,672996,633435,735333,744.44,576071,554432,650987,549047,868211,1656406
2024-11-01,10:07:34,49,47,47,47,46,48,50,50,50,44,48,783494,645.38,503622,636338,740709,707272,555036,520182,714941,578911,637219
2024-11-01,10:07:37,49,46,46,46,47,47,47,47,48,47,47,621464,457159,625886,701043,544793,585377,501356,702908,1206664,572035,819732
2024-11-01,10:07:39,49,46,46,46,46,47,47,47,47,46,45,699259,500.45,570.44,467525,537429,680017,700.81,742778,604699,519091,400259
2024-11-01,10:07:41,49,46,47,47,47,47,47,47,47,47,47,485775,495786,670.85,909418,609452,856404,754383,678116,573738,564047,657394
2024-11-01,10:07:43,49,46,46,46,46,47,47,47,47,46,48,583332,514709,540758,723785,536972,512.48,657851,798764,603.45,599067,550068
2024-11-01,10:07:46,49,46,47,46,46,47,47,47,47,46,48,557966,697042,756017,482539,723452,566123,514799,540622,510604,498426,562723
2024-11-01,10:07:48,49,46,46,46,46,48,48,48,48,47,48,1170.27,784782,2100.5,2092871,1717605,1479546,2092939,1136472,2503.22,758.55,498.85
2024-11-01,10:07:50,49,46,46,46,46,48,48,48,47,46,48,486011,476197,677826,894653,763089,673384,507.18,720527,780059,753721,493962
2024-11-01,10:07:53,49,46,46,46,46,48,47,47,47,48,47,601.48,909219,655273,524001,493311,569.12,516559,604607,490.06,603996,663894
2024-11-01,10:07:55,49,46,46,46,46,48,47,47,47,47,47,638583,621324,720407,739143,492514,477704,758953,628459,550.2,521551,730218
2024-11-01,10:07:57,49,46,46,46,46,48,47,47,47,47,48,637953,726035,637789,458.41,507042,636688,745943,528774,578.19,556716,681408
2024-11-01,10:07:59,49,46,46,46,46,47,47,47,47,46,48,815749,524293,616029,834561,604294,612386,703369,476932,655385,567177,670005
2024-11-01,10:08:02,49,46,45,45,45,48,48,48,48,46,47,681245,450806,668271,837.64,554852,463926,722552,471102,535877,742414,586442
2024-11-01,10:08:04,48,44,45,45,46,48,48,48,48,46,47,460987,500663,597123,916135,737161,481059,626756,714004,698123,689952,491972
2024-11-01,10:08:06,48,45,45,45,45,47,47,47,47,46,47,442848,455411,732252,789826,521834,532346,779515,555408,580715,453553,527979
2024-11-01,10:08:08,48,46,46,46,46,47,47,47,47,46,47,574306,831018,923419,988082,630807,603348,656854,581944,646955,529927,489586
2024-11-01,10:08:11,49,46,46,46,46,47,47,47,47,46,46,742271,896352,726339,535586,639727,813293,428462,666261,591715,592889,554897
2024-11-01,10:08:13,48,45,46,46,46,46,46,46,47,46,46,674683,902791,621.5,486.5,466462,585682,577254,571347,456156,533239,595.81
2024-11-01,10:08:15,48,46,46,46,46,47,47,47,47,44,46,550905,497587,522706,487371,785634,596253,668289,711067,505466,738709,753543
2024-11-01,10:08:17,48,46,46,46,47,48,48,48,48,48,47,1493364,592654,537994,509095,612616,817899,619131,666383,400.06,526.7,798661
2024-11-01,10:08:20,48,46,46,46,46,46,47,47,47,46,47,400218,657.42,650766,618.69,475512,604322,571.67,620412,560508,879657,1269378
2024-11-01,10:08:22,49,46,46,46,46,46,48,48,48,47,45,571786,614963,617579,500757,614782,559366,554976,550729,726.12,569285,585801
2024-11-01,10:08:24,49,46,46,46,46,47,47,48,48,44,46,837517,728872,698232,524385,742794,654848,778563,607897,692164,682608,697235
2024-11-01,10:08:26,48,46,46,46,45,46,46,46,46,47,47,774215,850163,542217,648341,690433,520.32,598285,698961,515103,813696,514425
2024-11-01,10:08:29,48,45,45,45,46,46,46,47,47,46,47,676664,735113,1255625,888908,598272,759405,670854,791.85,603055,626226,668419
2024-11-01,10:08:31,48,46,46,46,44,46,46,46,47,44,48,628154,483715,520311,635757,500647,428.58,535567,838673,767531,488949,612991
2024-11-01,10:08:33,48,46,44,44,44,47,47,47,46,44,47,668205,612306,680455,860659,582457,708119,799405,639574,778007,831089,550854
2024-11-01,10:08:35,48,46,46,45,45,46,46,46,46,46,47,560666,500.74,565173,664163,715995,736348,622325,589533,485799,601901,493027
2024-11-01,10:08:38,48,44,45,45,46,47,46,46,47,46,45,521437,501921,567985,565854,458816,795267,438893,399985,660503,521883,583433
2024-11-01,10:08:40,48,46,46,45,45,47,47,47,47,46,45,515759,557242,682297,528143,557844,762529,684472,611047,491.81,627346,924894
2024-11-01,10:08:42,48,45,45,44,44,47,47,47,46,46,45,687065,572102,550232,801.78,1227651,832904,605604,401873,697944,505505,731754
2024-11-01,10:08:45,48,46,45,45,45,47,47,47,46,46,45,674146,715052,989295,612293,530.94,662909,486.26,751585,541752,561218,520619
2024-11-01,10:08:47,48,44,44,44,44,46,47,47,47,44,45,598776,751906,873818,525754,501798,725445,502966,718636,639293,558514,756075
2024-11-01,10:08:49,48,44,44,44,44,46,46,46,45,44,45,592361,737573,590167,493637,747848,566.63,669426,525112,688445,732558,501455
2024-11-01,10:08:51,48,44,44,44,46,47,47,47,47,44,46,546607,684758,659084,554587,655222,734821,783774,641.53,441827,399924,541477
2024-11-01,10:08:54,48,44,46,46,46,46,46,46,46,46,46,760.3,709474,522.9,444448,543056,600515,552488,472346,652073,536.05,661551
2024-11-01,10:08:56,48,44,44,44,44,47,47,47,47,44,45,625969,1020.63,581814,722831,538731,554567,565015,487.81,483175,552003,509.46
2024-11-01,10:08:58,48,45,45,45,46,46,46,47,47,44,47,475175,535881,524065,674489,918734,528119,622472,529.05,844.41,760878,719114
2024-11-01,10:09:00,48,43,44,44,44,47,46,46,46,44,45,499956,632792,509881,714205,643266,543872,519.64,759382,656047,480856,630347
2024-11-01,10:09:03,47,44,44,44,44,46,46,47,47,44,45,616.29,749453,896642,574866,636011,721258,705972,500971,565941,497871,474874
2024-11-01,10:09:05,48,44,44,44,44,47,47,47,46,44,45,668581,525132,582788,856859,709001,530623,605127,533308,490732,755854,499151
2024-11-01,10:09:07,48,45,45,45,45,47,47,47,47,43,46,628952,433288,562104,734748,673651,564056,822091,996827,400081,511.67,500649
2024-11-01,10:09:10,48,45,45,45,45,45,46,46,46,44,45,549676,455612,493673,553081,463572,770618,677257,722.93,543939,645628,574062
2024-11-01,10:09:12,48,44,44,44,44,45,47,47,47,44,45,766274,487.67,578389,820209,734351,529164,671374,793196,598177,587909,538.32
2024-11-01,10:09:14,48,44,44,44,44,46,46,46,46,44,45,599374,683951,798732,542576,494179,554542,685675,666978,493849,511969,547724
2024-11-01,10:09:16,48,44,45,45,45,46,46,46,46,44,45,550216,517213,604502,735194,495814,613365,530409,662481,502581,567477,694737
2024-11-01,10:09:19,48,44,44,44,46,47,47,45,45,44,45,517214,501088,541983,714904,527569,513143,748749,821879,642054,575852,648046
2024-11-01,10:09:21,47,46,45,45,45,45,46,46,46,43,45,637054,522369,571329,706808,654371,788074,532035,742768,543009,621684,560276
2024-11-01,10:09:23,47,44,44,44,44,45,45,45,45,44,45,555414,472209,570315,893374,688324,683062,454.68,509651,724196,555.27,658062
2024-11-01,10:09:25,48,44,44,45,45,45,45,45,45,46,45,642013,850433,584.1,490199,482274,524403,780458,613653,407769,719019,757095
2024-11-01,10:09:28,48,44,44,44,46,46,46,46,45,44,47,556128,593028,633.17,661797,789.38,702837,581227,575453,686657,598786,790553
2024-11-01,10:09:30,48,46,44,44,44,45,45,45,45,44,45,600422,465395,610767,899254,777.39,550912,399915,692159,570741,399893,580305
2024-11-01,10:09:32,48,44,44,44,44,46,46,46,46,46,46,1446844,1508122,2133516,1860.95,1804308,1401663,721128,1832467,1555385,782838,612118
2024-11-01,10:09:34,48,44,44,44,44,47,47,46,46,44,45,741683,662478,527242,588455,508825,553617,600627,494791,856805,657.32,500206
2024-11-01,10:09:37,47,46,46,44,44,46,45,45,45,46,45,646905,585555,500132,459317,636042,527689,696,543886,593844,636954,705927
2024-11-01,10:09:39,48,46,46,46,46,46,46,46,46,47,47,790096,670872,808.76,519333,815577,861848,754267,983238,728834,878767,1040529
2024-11-01,10:09:41,48,46,46,46,46,46,46,46,46,46,45,683959,697424,957489,904047,1003891,1043326,854892,720293,676444,703655,760.69
2024-11-01,10:09:43,48,45,45,45,46,46,46,46,46,44,47,675834,399732,861655,747424,851477,861022,912033,851451,827044,699865,860076
2024-11-01,10:09:46,48,46,46,46,46,46,46,46,47,46,45,578285,713013,920.33,1037387,1330255,905139,596751,550873,636635,621905,666929
2024-11-01,10:09:48,47,46,46,46,46,47,47,47,47,46,46,863591,739836,782173,624394,853385,816339,670.08,541811,689751,701624,726445
2024-11-01,10:09:50,48,46,46,46,46,46,46,46,46,46,47,541332,631528,559637,652.33,727343,849103,585885,516642,719447,657447,559796
2024-11-01,10:09:52,50,48,48,48,48,50,50,50,50,48,49,2526784,1196346,836207,843.93,675763,829826,887246,821471,785282,739696,772.92
2024-11-01,10:09:55,48,46,46,46,46,47,47,47,47,47,46,1062106,721158,605025,621296,454.64,493254,511643,686656,550888,786487,583.22
2024-11-01,10:09:57,48,44,44,44,44,47,47,47,47,47,45,582868,468992,581831,934778,568506,812792,620253,702597,553879,831921,662796
2024-11-01,10:09:59,48,46,46,46,46,47,47,47,47,46,46,1102.59,766763,710515,776315,674336,726082,462411,538721,1102922,1279808,602219
2024-11-01,10:10:01,48,46,46,46,46,47,47,47,47,47,47,573206,663775,662803,587991,684782,641696,739374,908767,644388,575987,592087
2024-11-01,10:10:04,48,45,45,44,44,46,46,46,46,46,45,655833,467725,677715,917452,655652,986609,600969,898928,731706,560723,555.99
2024-11-01,10:10:06,47,44,44,44,44,46,46,46,46,46,45,611.89,447595,570.93,753783,631.21,699311,606905,636558,657945,473629,416157
2024-11-01,10:10:08,48,44,45,45,46,46,47,47,46,43,45,756846,461345,628476,485534,539484,541426,1411631,898168,479347,527866,656816
2024-11-01,10:10:11,48,44,44,44,44,46,46,46,46,46,45,649477,558898,586235,832344,482003,551.11,496771,845.42,562669,874347,626122
2024-11-01,10:10:13,48,44,46,46,46,46,46,46,46,44,45,528113,823312,593391,548709,506945,636677,509.21,559675,584.81,497662,479512
2024-11-01,10:10:15,47,44,44,44,44,46,46,46,46,44,44,723609,1064734,771762,486179,589245,788312,603476,692137,607264,634536,731417
2024-11-01,10:10:17,47,44,44,44,43,45,45,45,47,44,44,585778,597762,1285217,1670933,671011,700512,562.24,588.26,781808,519639,458946
2024-11-01,10:10:20,47,44,44,44,45,46,46,46,46,44,45,793009,483297,677199,801567,522438,577713,625316,802505,619.87,579699,609551
2024-11-01,10:10:22,47,43,44,44,43,46,46,46,46,44,44,606257,716281,603847,499.62,574625,835441,540859,654232,486561,577258,597177
2024-11-01,10:10:24,46,43,43,43,43,45,45,46,46,44,45,525904,456097,648909,550805,498962,539281,505173,591387,515195,593832,504497
2024-11-01,10:10:26,48,43,44,44,43,45,45,45,45,43,45,632092,477938,558.67,588073,542322,586531,487.33,470073,1047722,916465,480961
2024-11-01,10:10:29,47,43,43,44,44,47,45,45,45,44,45,715412,523379,552116,591219,403.58,405687,509196,504744,581385,599384,475049
2024-11-01,10:10:31,47,44,44,44,44,45,45,46,46,44,44,591063,505801,496068,554692,556482,599645,599429,600708,583861,617102,512611
2024-11-01,10:10:33,48,44,44,44,44,46,46,46,45,43,45,574.23,541584,550685,609505,540463,400168,921034,1200254,686262,512673,678045
2024-11-01,10:10:35,47,44,45,45,45,46,45,45,45,44,44,533241,530575,601742,552349,547784,765749,749075,727697,516363,581.46,504148
2024-11-01,10:10:38,47,44,44,44,44,45,45,45,45,43,45,525069,503052,615904,831223,527598,679282,552005,491967,723538,536832,547703
2024-11-01,10:10:40,47,44,44,44,44,45,45,46,46,44,45,604639,479341,651313,1033.25,656025,805739,640532,473986,551366,702138,693548
2024-11-01,10:10:42,46,44,44,44,44,46,46,45,45,43,45,635544,450717,1155.85,592049,841041,628926,628899,599.97,918.06,516659,636123
2024-11-01,10:10:45,47,44,44,44,44,45,45,45,45,43,44,528787,1111.44,630.13,650014,849225,712.5,610278,493357,540.78,691898,466551
2024-11-01,10:10:47,47,44,43,43,43,46,45,45,45,44,44,629397,503932,592676,462567,641594,755635,737807,819477,634869,641851,617288
2024-11-01,10:10:49,46,44,43,43,43,46,45,45,45,44,44,798349,680166,627793,854014,465079,648373,500872,733.05,566.2,517944,574.4
2024-11-01,10:10:51,46,44,44,44,43,45,45,45,45,43,45,473875,593989,773644,688895,647.7,455769,729857,797414,587589,792988,511913
2024-11-01,10:10:54,47,43,43,43,43,45,45,45,45,44,44,699694,661.2,556777,790.02,769609,648858,618496,522924,568.5,552218,543293
2024-11-01,10:10:56,46,43,43,43,43,46,46,46,44,43,45,661955,494763,748369,746202,579165,590317,509773,523775,589336,506191,465106
2024-11-01,10:10:58,45,44,44,44,44,45,45,45,45,43,44,556593,544.09,593061,557457,475814,582468,517676,521106,554327,857296,529163
2024-11-01,10:11:00,46,43,43,43,43,45,45,45,45,43,44,721309,837901,680392,771753,585857,557477,495786,680962,487825,601.92,581721
2024-11-01,10:11:03,46,43,43,43,43,45,45,45,45,44,45,755291,580466,581096,766165,505384,660742,568376,525.48,670991,519179,774007
2024-11-01,10:11:05,46,43,44,44,43,44,44,44,45,42,44,476.22,764868,563664,712592,626285,739471,565619,665806,510022,551648,769679
2024-11-01,10:11:07,46,43,43,43,43,45,45,45,44,42,45,685292,452.43,567568,743067,621405,648998,617678,520383,1075531,1738914,518968
2024-11-01,10:11:09,46,43,43,43,43,44,44,44,44,43,44,590138,590.14,718044,518723,528747,565881,692585,505817,573321,696639,493817
2024-11-01,10:11:12,46,43,43,43,42,45,45,45,45,43,44,645705,933.08,619766,537.71,739.02,652979,644.45,789516,570725,494932,531612
2024-11-01,10:11:14,45,43,43,43,43,44,44,44,45,43,44,637518,645767,591105,866014,835401,546798,763.91,530056,498675,562343,543235
2024-11-01,10:11:16,47,44,44,44,44,44,44,44,44,43,47,1335.82,1813465,1141876,1957003,1338378,1561284,1188359,1721481,1844957,1729544,725177
2024-11-01,10:11:19,46,43,43,43,44,45,45,45,45,43,44,757522,995648,525676,528695,589313,665804,640813,484647,539773,560958,491033
2024-11-01,10:11:21,46,43,43,43,43,44,44,44,44,43,44,981822,1009824,625503,752811,614347,661049,598004,504.7,552659,555939,558472
2024-11-01,10:11:23,46,43,43,43,43,45,45,45,45,43,44,527755,699636,498.07,475037,680675,756224,518996,758469,547372,526495,632115
2024-11-01,10:11:25,47,44,44,44,44,44,45,45,45,43,44,674979,799491,543761,451393,891487,632148,490169,516861,844297,529574,488932
2024-11-01,10:11:28,45,43,43,43,43,45,44,44,44,43,44,652829,725612,397785,543479,743.17,636925,644659,735159,549.71,511019,680084
2024-11-01,10:11:30,46,43,43,43,43,44,44,44,44,42,43,480406,760.56,549773,568.37,729575,835508,757815,538623,505064,786891,543794
2024-11-01,10:11:32,45,42,42,42,42,45,45,45,44,43,43,885581,801433,858843,1248717,1454.88,1530163,1684376,1777012,627.48,703924,548431
2024-11-01,10:11:34,46,44,44,44,44,46,46,46,46,46,47,889419,784205,1175373,958787,777524,1193669,995547,766733,471264,551651,520227
2024-11-01,10:11:37,46,44,44,44,44,45,45,45,45,44,44,492771,664337,438.6,1391649,1119873,820942,790.85,674927,767375,603613,726934
2024-11-01,10:11:39,46,45,44,44,44,45,45,45,45,44,43,577737,529101,507759,460.58,568641,763224,671353,731223,627.39,804688,809.65
2024-11-01,10:11:41,46,44,44,44,46,45,45,45,45,44,44,787363,554561,532415,451083,699551,719882,503343,1009042,689148,756909,1199568
2024-11-01,10:11:43,46,44,44,44,44,45,45,45,45,44,44,581642,648.22,505647,571645,513613,518668,785543,499261,504431,666715,491561
2024-11-01,10:11:46,47,43,43,43,43,45,45,45,45,44,44,573.43,468001,750687,595.68,516.75,485188,568.75,650.23,759876,623316,669451
2024-11-01,10:11:48,46,44,44,44,44,45,45,45,45,43,45,789355,571153,643272,624305,784995,788822,693016,515657,547988,553974,531465
2024-11-01,10:11:50,47,46,46,46,46,45,46,46,46,46,47,2991039,1983023,4483214,3520213,1186366,688264,621521,646135,708.6,722903,579021
2024-11-01,10:11:52,46,46,46,46,44,46,46,45,45,44,45,792227,786402,723886,1170814,913231,755931,804494,719703,638.76,700.26,784179
2024-11-01,10:11:55,47,46,46,45,45,46,46,45,45,44,47,957716,625708,793205,879252,813542,809743,727563,1008135,555496,757521,680867
2024-11-01,10:11:57,48,47,47,47,46,47,46,46,46,44,46,878.87,688.89,797911,829718,867565,837.78,884364,790376,923205,822112,955147
2024-11-01,10:11:59,47,47,46,46,46,46,46,47,47,46,47,905088,818864,849295,562612,1045512,918291,711799,554172,578613,496356,727.56
2024-11-01,10:12:02,47,46,46,46,46,45,45,44,44,46,45,1026014,1400718,825271,689865,809098,751.09,754913,841044,719977,1099477,860881
2024-11-01,10:12:04,47,45,45,46,46,47,46,46,46,44,45,567269,754558,804828,580.28,1050205,738344,833893,701696,532001,689571,814517
2024-11-01,10:12:06,48,45,46,46,46,45,45,45,46,44,45,797721,571774,575832,521275,619011,760006,744092,796258,751855,618985,590905
2024-11-01,10:12:08,47,45,45,45,45,46,46,46,45,44,44,781232,543143,561265,472094,637933,584.26,600172,600033,580727,481845,552307
2024-11-01,10:12:11,47,44,44,44,44,46,46,46,46,44,44,595004,632382,654956,460165,543203,625632,894002,644827,593436,522086,780143
2024-11-01,10:12:13,47,44,44,44,44,45,45,45,45,44,45,595958,627254,634513,502085,784871,735762,708466,803166,973263,525328,550472
2024-11-01,10:12:15,46,43,44,44,44,45,45,46,46,44,44,541.46,744889,723.18,535244,510974,557164,839874,523864,792684,542647,566059
2024-11-01,10:12:17,46,44,44,44,43,45,45,45,45,44,44,1229571,1632991,646503,596207,644244,554488,675853,657682,616912,640062,543401
2024-11-01,10:12:20,46,44,44,44,44,46,46,46,46,44,44,715336,654881,459509,470307,556812,835221,563852,537871,645564,573012,780096
2024-11-01,10:12:22,47,44,44,44,44,45,45,45,45,44,45,760174,640535,670397,530055,516888,769273,495471,540699,652539,484886,560951
2024-11-01,10:12:24,45,44,44,44,44,44,45,45,45,44,44,555306,751634,742011,524269,665.95,766914,618283,637542,544292,544193,509899
2024-11-01,10:12:26,47,44,44,44,44,45,45,45,45,46,44,606246,559711,620654,504292,554897,533256,504553,775715,616717,752936,556654
2024-11-01,10:12:29,46,43,43,43,43,45,45,45,45,43,44,670516,733537,696.67,769789,632002,526117,695245,819464,536982,542796,696142
2024-11-01,10:12:31,46,44,44,44,44,45,45,45,45,44,44,711516,948833,594752,773739,638018,721952,501534,701158,511972,597512,490.83
2024-11-01,10:12:33,46,43,43,43,43,45,45,45,45,44,44,632925,656844,554692,459081,617686,399804,515873,596162,487822,741174,777904
2024-11-01,10:12:35,46,44,44,44,43,45,45,45,45,44,44,877.35,721332,670788,443674,433371,673799,547.56,689536,504787,512444,803072
2024-11-01,10:12:38,45,44,44,43,43,44,44,44,44,46,44,584891,700477,659863,869625,597143,657965,595563,644853,505462,781447,591878
2024-11-01,10:12:40,47,44,44,44,44,45,45,45,45,44,44,551736,744762,649489,592783,642705,615959,766.82,712098,589961,608105,535173
2024-11-01,10:12:42,46,43,43,43,43,45,45,44,44,43,44,769514,503.14,790593,1035429,689208,643648,482266,830392,491.37,710058,622676
2024-11-01,10:12:45,46,43,43,43,43,44,44,44,46,43,44,500547,457818,665843,578309,568798,745673,534.42,484958,552677,590346,556719
2024-11-01,10:12:47,45,44,44,44,43,44,44,44,44,44,44,707812,436829,668435,805541,656286,656238,599947,504827,561361,691137,556002
2024-11-01,10:12:49,45,43,43,43,44,44,44,45,45,44,44,400163,457264,635066,801393,692614,552989,550889,602493,614428,491623,520233
2024-11-01,10:12:51,45,43,43,43,44,44,44,44,44,43,44,749.51,506342,593.62,710735,649771,764205,495883,719201,580577,674716,528673
2024-11-01,10:12:54,46,44,44,44,44,45,45,44,44,44,43,783599,466266,566351,434914,681418,864774,799426,600579,459502,650623,581042
2024-11-01,10:12:56,44,43,43,43,43,45,45,45,45,43,44,473433,458816,610378,493828,581831,873916,844227,952.62,561744,401.96,722341
2024-11-01,10:12:58,45,44,44,44,44,45,45,44,44,42,43,539342,439356,552845,592.83,609279,798478,622649,695227,531719,501763,555744
2024-11-01,10:13:00,45,43,43,43,43,44,44,44,44,43,44,1363.84,636243,2073147,2206203,1452385,1328926,883.9,942716,1772308,1902605,717418
2024-11-01,10:13:03,45,44,45,45,44,45,45,45,45,44,44,568975,469157,601961,560995,642934,776255,688572,695816,667045,592982,534098
2024-11-01,10:13:05,45,44,43,43,43,44,44,44,45,43,43,1475919,620594,468025,459763,729045,675357,631886,699301,648986,587742,509064
2024-11-01,10:13:07,45,43,43,43,43,44,44,44,44,43,44,656244,740039,522.83,563645,776.94,580.88,652992,649019,661656,601083,594226
2024-11-01,10:13:09,45,43,43,43,43,44,44,44,44,44,44,681334,765873,940439,664.33,643394,861688,522001,628215,786593,541427,486858
2024-11-01,10:13:12,44,43,43,43,43,44,44,44,44,43,43,658995,752443,637803,506123,666102,501187,598948,626329,535.63,521.41,1094739
2024-11-01,10:13:14,45,43,44,44,44,44,44,44,44,43,44,759441,964816,564672,545616,683155,767302,663353,708211,772.19,702804,496898
2024-11-01,10:13:16,44,43,43,43,43,44,44,44,44,43,44,642.95,854532,728.16,818458,736386,523386,642922,532703,572897,539898,487622
2024-11-01,10:13:18,46,43,44,44,44,45,45,45,44,43,43,833396,1329754,532797,654508,603055,529581,491679,516495,536.99,700529,556.39
2024-11-01,10:13:21,45,42,42,43,43,44,44,44,44,42,43,759.93,523905,622877,474.01,687152,454119,716215,900707,689146,496785,558657
2024-11-01,10:13:23,45,43,43,43,42,45,44,44,44,43,43,666044,448924,650011,475933,603797,672774,844011,793427,567442,399744,513495
2024-11-01,10:13:25,44,42,42,42,42,44,44,44,44,42,44,647786,912161,715027,464246,657866,824312,607012,857315,548452,527165,548482
2024-11-01,10:13:27,45,43,43,43,43,44,45,45,45,43,43,646169,744482,569.4,431584,737631,640022,616126,638204,599153,505401,601047
2024-11-01,10:13:30,44,43,43,43,43,44,43,43,43,43,44,546147,460.99,581861,584007,526621,557876,654998,573324,588968,903246,555618
2024-11-01,10:13:32,45,43,43,43,43,44,44,44,44,43,43,784744,717.67,716647,472391,680.83,540537,668059,574278,622299,580056,664129
2024-11-01,10:13:34,45,43,43,43,43,45,45,45,44,42,43,738037,985343,680616,514955,678471,535791,691839,526101,521122,566025,710275
2024-11-01,10:13:37,45,43,43,43,43,44,44,44,44,42,43,640087,804511,622591,529213,709357,594.85,597991,534036,553863,742139,517114
2024-11-01,10:13:39,45,43,43,43,43,44,44,44,44,42,43,642803,799976,593175,517689,589.5,637701,662886,487.97,847252,676015,663294
2024-11-01,10:13:41,44,43,43,43,43,45,45,44,44,43,43,726085,1056758,445611,521867,550.04,508646,684284,643.53,561415,504433,545635
2024-11-01,10:13:43,45,43,43,43,43,44,44,44,44,42,43,741572,1055544,601703,611674,635369,540647,907.36,517122,535.38,489765,508448
2024-11-01,10:13:46,45,42,43,43,43,44,44,44,44,42,42,700831,620379,637741,476.41,679953,643861,727097,695712,474718,526847,489974
2024-11-01,10:13:48,45,43,43,43,43,43,43,43,44,42,42,731148,911176,660.14,826817,798882,523251,719622,549.45,574027,399.87,550953
2024-11-01,10:13:50,45,43,43,42,42,44,45,45,45,42,43,623533,432535,592465,842388,802096,747015,599077,656045,529208,578335,674098
2024-11-01,10:13:52,44,42,42,42,42,44,44,44,43,42,43,860662,539991,1148208,1475515,820769,570734,611742,604021,468873,502714,530904
2024-11-01,10:13:55,45,42,42,42,42,44,44,44,44,42,43,642768,828799,504478,425487,727499,825763,597355,599.39,567894,603981,509882
2024-11-01,10:13:57,44,42,42,43,43,44,44,44,44,42,44,855435,468281,632078,924.51,589358,524662,593052,524624,533.84,544626,744525
2024-11-01,10:13:59,44,42,43,43,43,44,44,44,43,42,43,660.89,743298,578542,736159,807873,573092,423617,525551,724057,531.45,660387
2024-11-01,10:14:01,44,42,42,42,42,43,43,43,43,42,44,571844,798799,688314,753596,1009008,567198,497.34,528191,486382,663159,505104
2024-11-01,10:14:04,44,43,43,43,43,43,43,43,43,42,43,520777,456083,497401,462.64,523277,519404,800158,461793,563588,490868,400.04
2024-11-01,10:14:06,45,42,42,42,43,44,44,44,44,41,43,825325,504403,642.81,868837,713.43,685233,588135,524191,617344,594752,541082
2024-11-01,10:14:08,44,43,42,42,42,44,42,42,42,42,43,455175,500047,400464,452157,533765,515639,583812,532184,571462,635513,652491
